"'Gaza Strip', '16-01-2024', ",['disease']
"'Miseno, Campania, Italy', '16-01-2024', ",['beach']
"'Clarendon, Clarendon, Jamaica', '16-01-2024', ",['jamaica']
"'Philadelphia, Pennsylvania, United States', '16-01-2024', ",['accuweather meteorologists']
"'New Bedford, Massachusetts, United States', '16-01-2024', ",['united states']
"'Corofin, Clare, Ireland', '16-01-2024', ",['afternoon']
"'United States', '16-01-2024', ",['disaster']
"'Syria', '16-01-2024', ",['mohamad katoub']
"'Iceland', '16-01-2024', ",['lúðvík pétursson']
"'District Of Columbia, United States', '16-01-2024', ",['prejudice']
"None, '16-01-2024', ",['councillors']
"None, '16-01-2024', ",['refugees']
"'Portland, Oregon, United States', '16-01-2024', ",['swaying']
"'York County, Maine, United States', '16-01-2024', ",['rachel cavanaugh']
"'Milwaukee, Wisconsin, United States', '16-01-2024', ",['united states']
"None, '16-01-2024', ",['flashing staff']
"None, '16-01-2024', ",['orlando']
"'California, United States', '16-01-2024', ",['disease']
"None, '16-01-2024', ",['temperatures']
"'Lewis County, New York, United States', '16-01-2024', ",['united states']
"'Appalachian, Alabama, United States', '16-01-2024', ",['hearst television']
"'United States', '16-01-2024', ",['sundhnúksgígar']
"'Ireland', '16-01-2024', ",['west breezes']
"'Modesto, California, United States', '16-01-2024', ",['hearst television']
"'Vancouver Island, British Columbia, Canada', '16-01-2024', ",['widespread snow']
"'California, United States', '16-01-2024', ",['united states']
"'Iraq', '16-01-2024', ",['disease']
"'Shelby County, Tennessee, United States', '16-01-2024', ",['gusty winds']
"'New York, United States', '16-01-2024', ",['federal charges']
"'Offaly, Offaly, Ireland', '16-01-2024', ",['evacuation']
"'Fort Worth, Texas, United States', '16-01-2024', ",['floor']
"None, '16-01-2024', ",['gwinnett county']
"'Missoula, Montana, United States', '16-01-2024', ",['blowing snow']
"'Washington, Washington, United States', '16-01-2024', ",['severe weather']
"None, '16-01-2024', ",['firefighters']
"None, '16-01-2024', ",['willamette week']
"None, '16-01-2024', ",['okanagan lake']
"'Daventry, Northamptonshire, United Kingdom', '16-01-2024', ",['united kingdom']
"'El Paso, Texas, United States', '16-01-2024', ",['reagan national']
"'Philadelphia, Pennsylvania, United States', '16-01-2024', ",['minneapolis']
"None, '16-01-2024', ",['afternoon']
"None, '16-01-2024', ",['faster']
"None, '16-01-2024', ",['nominee']
"'United States', '16-01-2024', ",['quake']
"'Saudi Arabia', '16-01-2024', ",['behest']
"'Iowa, United States', '16-01-2024', ",['afternoon']
"'Syria', '17-01-2024', ",['disease']
"None, '17-01-2024', ",['surveillance']
"None, '17-01-2024', ",['freezing rain']
"'Lassen Peak, California, United States', '16-01-2024', ",['wet snow']
"'Kaitangata, New Zealand (General), New Zealand', '16-01-2024', ",['firefighters']
"'Oklahoma, United States', '16-01-2024', ",['united states']
"'Canada', '16-01-2024', ",['heavy snowfall']
"'Ohio, United States', '17-01-2024', ",['latest weathercast']
"'Texas, United States', '17-01-2024', ",['circumstances']
"'Ukraine', '17-01-2024', ",['refugees']
"'Oklahoma, United States', '17-01-2024', ",['united states']
"'Gaspe Peninsula, Quebec, Canada', '17-01-2024', ",['saskatchewan']
"'Colorado, United States', '17-01-2024', ",['united states']
"None, '17-01-2024', ",['deteriorating defences']
"'New Jersey, United States', '17-01-2024', ",['measurable snow']
"'Loudon County, Tennessee, United States', '17-01-2024', ",['heavy snowfall']
"None, '17-01-2024', ",['muscatine firefighters']
"'Corofin, Clare, Ireland', '17-01-2024', ",['afternoon']
"None, '17-01-2024', ",['rescue']
"'Tennessee, United States', '16-01-2024', ",['freezing rain']
"None, '17-01-2024', ",['gibraltar eagle']
"'Gaza, Israel (General), Israel', '17-01-2024', ",['israel']
"'Mercy Hospital, Kansas, United States', '17-01-2024', ",['firefighters']
"'United States', '17-01-2024', ",['insured damage']
"'Missouri, United States', '17-01-2024', ",['united states']
"'Tangipahoa Parish, Louisiana, United States', '17-01-2024', ",['freezing temperatures']
"'Israel', '17-01-2024', ",['hamas terrorists']
"'Cape Cod, Massachusetts, United States', '17-01-2024', ",['stormy weather']
"'Cape Elizabeth, Maine, United States', '17-01-2024', ",['beach']
"None, '17-01-2024', ",['911 callers']
"'Canada', '17-01-2024', ",['luka doncic']
"None, '17-01-2024', ",['ice storm']
"'Sa Kaeo, Sa Kaeo, Thailand', '17-01-2024', ",['clear doubts']
"'Chitose, Japan (General), Japan', '17-01-2024', ",['general']
"None, '17-01-2024', ",['machines']
"'Nebraska, United States', '17-01-2024', ",['united states']
"'Gaza City, Israel (General), Israel', '17-01-2024', ",['israel']
"'Moreton Bay, Queensland, Australia', '17-01-2024', ",['mainland australia']
"None, '17-01-2024', ",['morning']
