"[""['Palestinians walk through destruction by the Israeli bombardment in the Nusseirat refugee camp in Gaza Strip"", ' Tuesday']","['famine', 'trailblazers', 'camps', 'bases', 'egypt', 'evacuation', 'cease', 'rebels', 'widespread famine', 'disease']"
"[""['Alessandro Tortora / Shutterstock.com'"", "" 'Italian archaeologists revealed a “monumental” Roman villa in early January""]","['waste', 'cataclysms', 'disasters', 'eruption', 'valorizzazione', 'mount vesuvius', 'ancient cataclysm', 'mariano nuzzo', 'costruzione', 'beach']"
"[""['\\nThe police in St Catherine have now identified the licensed firearm holder who was shot dead at a cock fight in bushes in Old Harbour on Sunday.'"", "" '\\n\\tHe is 56-year-old\\xa0Devon Gallimore of'""]","['district', 'discussion', 'firearm', 'clarendon', 'old harbour', 'sunday', 'new bowen', 'whatsapp', 'st catherine', 'fight']"
"[""['For premium support please call:'"", "" 'Snow shovels have been gathering dust since 2022 in many cities along the Interstate 95 corridor""]","['700 days', 'cancellations', 'travel delays', 'school cancellations', 'streak', 'snow shovels', 'meteorologists', 'snowstorm', 'accuweather alerts', 'accuweather meteorologists']"
"[""['NEW BEDFORD (WBSM) — New Bedford Police arrested a juvenile for carrying a firearm in the city’s South End over the weekend.'"", "" 'On Saturday""]","['vehicle', 'juvenile', 'detectives', 'wbsm', 'kate robinson', 'saturday', 'traffic', 'ariel dorsey', 'massachusetts law', 'conflicting statements']"
"[""['Fire crews have dealt with a blaze that has caused extensive damage to a house in North Clare this afternoon.'"", "" 'The alarm was raised at around 3.30pm when emergency services were alerted to fire at a domestic property at Newtown""]","['extensive damage', 'medical attention', 'breathing apparatus', 'emergency', 'damage', 'afternoon', 'breathing', 'rescue service', 'emergency services', 'firefighters']"
"[""['A preliminary 3.4 magnitude earthquake struck near Gilroy Tuesday morning"", "" according to the United States Geological Survey.'""]","['checklists', 'northeast', 'miles', 'magnitude', 'morning', 'preparedness', 'watsonville', 'earthquake', 'disaster', 'quake']"
"[""['Millions of Syrians face hunger with the suspension of all in-kind WFP food aid this month"", ' in part due to major cuts to US funding. US aid cuts of up to 50 percent are expected across all humanitarian sectors in 2024']","['saleem algerk', 'bread', 'early recovery', 'camps', 'pumping', 'cholera cases', 'neighboring countries', 'symptom', 'cholera', 'mohamad katoub']"
"[""['Lava from a volcanic eruption in southwestern Iceland has streamed into a nearby town"", "" engulfing homes and forcing the evacuation of local residents.\\n'""]","['volcano', 'grindavík', 'volcanoes', 'lava flows', 'eruption', 'earthquakes', 'evacuation', 'jóhannesson', 'eruptions', 'lúðvík pétursson']"
"[""['Get local news delivered to your inbox!'"", ' \'Lin Guyton says these photos shows how much better the horses are getting at Epona Horse Rescue.\\xa0Guyton learned ""out of the blue"" that 37 horses are going to be sold at auction on Saturday. Two others were leased and not part of the auction.\'']","['glaesemann', '30th street', '39 horses', 'horses', 'farnam street', 'jose galeno', 'federal courthouse', 'winter storms', 'confiscated horses', 'heavy snow']"
"[""['\\n      This material may not be published"", ' broadcast']","['reward', 'detective', 'victim', 'washington', 'decision', 'perpetrator', 'conviction', 'michael dorgan', 'minutes', 'southern border']"
"[""['On the night of Thursday 11-Friday 12 January the US and UK militaries bombed sites in Yemen controlled by the Houthi movement. The stated aim of the action"", ' according to a UK spokesperson']","['shiite muslims', 'helicopter', 'revenge', 'israeli jews', 'women workers', 'bases', 'struggle', 'civilian ships', 'cease', 'ceasefire']"
"[""['(Catch all the US News"", ' UK News']","['stabbings', 'collapse', 'hard work', 'garcetti', 'volatile times', 'buy voltas', 'diktat', 'sonam wangchuk', 'poonawalla', 'underperformer']"
"[""['PORTLAND"", ' Ore. (KPTV/Gray News) - A Gresham']","['emotions', 'rain returns', 'couple', 'adrenaline', 'kitchen', 'swaying', 'neighbors', 'cason wolcott', 'mixed emotions', 'philip wolcott']"
"[""['An appropriate representation of the requested resource could not be found on this server. This error was generated by Mod_Security.']""]","['resource', 'representation', 'server', 'mod_security', 'error']"
"[""['Plentiful sunshine. High 47F. Winds NW at 10 to 15 mph..\\r\\n                                '"", "" 'Partly cloudy. Low 33F. Winds light and variable.'""]","['shifa hospital', 'winds nw', 'khan yunis', 'medwish', 'weeks', 'mph', 'israeli soldiers', 'ahmed kahlot', 'nominations', 'israeli interrogators']"
"[""['A man in the town of Naples was shot by police after an armed confrontation.'"", ' ""The incident began after the Cumberland County Sheriff\'s Office received a phone call that was abruptly cut off when the caller hung up. The dispatcher called back and spoke with Eric Sweda']","['injuries', 'comments', 'eric sweda', 'sweda', 'standard procedure', 'confrontation', 'dispatcher', 'dispatchers', 'meagan drillinger', 'rachel cavanaugh']"
"[""['Topics you care about"", "" straight to your inbox'""]","['inbox', 'llc']"
